"x_dim" "y_dim" "radius" "dist_fnc" "neighbor_fnc" "toroidal"
"910" "4" "2" "2" "euclidean" "bubble" "0"
"911" "7" "4" "2.64575131106459" "sumofsquares" "bubble" "0"
"912" "4" "2" "1" "euclidean" "bubble" "1"
"913" "3" "2" "1.73205080756888" "sumofsquares" "bubble" "1"
"914" "6" "3" "0" "euclidean" "bubble" "1"
"915" "7" "4" "1" "sumofsquares" "gaussian" "0"
"916" "6" "3" "2.64575131106459" "manhattan" "bubble" "1"
"917" "6" "3" "1.73205080756888" "sumofsquares" "bubble" "0"
"918" "4" "2" "1" "sumofsquares" "bubble" "0"
"919" "5" "3" "2.64575131106459" "sumofsquares" "bubble" "0"
"920" "5" "3" "2.64575131106459" "euclidean" "bubble" "1"
"921" "5" "3" "2.64575131106459" "euclidean" "bubble" "0"
"922" "5" "3" "1" "manhattan" "bubble" "1"
"923" "6" "3" "2" "euclidean" "bubble" "1"
"924" "4" "2" "3.5447358970011" "sumofsquares" "gaussian" "1"
"925" "5" "3" "2.64575131106459" "euclidean" "bubble" "0"
"926" "6" "3" "1.73205080756888" "euclidean" "bubble" "1"
"927" "7" "3" "1.73205080756888" "manhattan" "gaussian" "0"
"928" "5" "3" "1.73205080756888" "euclidean" "gaussian" "0"
"929" "7" "4" "1" "manhattan" "bubble" "1"
"930" "4" "2" "1" "manhattan" "bubble" "1"
"931" "5" "3" "2.64575131106459" "euclidean" "bubble" "0"
"932" "6" "3" "0" "euclidean" "bubble" "1"
"933" "5" "3" "2.64575131106459" "manhattan" "bubble" "1"
"934" "5" "3" "1" "euclidean" "gaussian" "1"
"935" "3" "2" "1" "sumofsquares" "bubble" "0"
"936" "6" "3" "5" "sumofsquares" "bubble" "1"
"937" "3" "2" "1" "sumofsquares" "bubble" "0"
"938" "5" "3" "2.64575131106459" "sumofsquares" "bubble" "0"
"939" "4" "2" "2" "euclidean" "bubble" "0"
"940" "7" "3" "4" "manhattan" "bubble" "0"
"941" "6" "3" "1" "sumofsquares" "bubble" "0"
"942" "6" "3" "2.64575131106459" "manhattan" "bubble" "0"
"943" "4" "2" "1" "euclidean" "gaussian" "0"
"944" "6" "3" "0" "sumofsquares" "bubble" "1"
"945" "4" "2" "1" "euclidean" "bubble" "0"
"946" "6" "3" "3.60555127546399" "euclidean" "bubble" "1"
"947" "7" "4" "2.64575131106459" "euclidean" "bubble" "0"
"948" "7" "4" "2" "sumofsquares" "bubble" "0"
"949" "6" "3" "2" "manhattan" "bubble" "1"
"950" "5" "2" "2" "euclidean" "bubble" "0"
"951" "4" "2" "1" "euclidean" "bubble" "0"
"952" "5" "3" "1.73205080756888" "sumofsquares" "bubble" "0"
"953" "5" "3" "3.96990483968804" "euclidean" "bubble" "0"
"954" "3" "2" "1" "euclidean" "bubble" "1"
"955" "6" "3" "1" "euclidean" "bubble" "0"
"956" "5" "3" "2" "manhattan" "bubble" "1"
"957" "3" "1" "0" "sumofsquares" "bubble" "1"
"958" "5" "3" "1" "sumofsquares" "bubble" "1"
"959" "7" "4" "2.64575131106459" "euclidean" "bubble" "0"
"960" "6" "3" "4" "sumofsquares" "bubble" "0"
"961" "6" "3" "2" "euclidean" "gaussian" "1"
"962" "4" "2" "2" "sumofsquares" "bubble" "0"
"963" "4" "2" "1.73205080756888" "euclidean" "gaussian" "1"
"964" "6" "3" "4.58257569495584" "euclidean" "bubble" "0"
"965" "6" "3" "1" "sumofsquares" "bubble" "1"
"966" "5" "3" "1.73205080756888" "sumofsquares" "bubble" "0"
"967" "3" "1" "1" "euclidean" "bubble" "1"
"968" "4" "2" "1" "sumofsquares" "bubble" "0"
"969" "6" "3" "2.64575131106459" "sumofsquares" "bubble" "1"
"970" "5" "3" "1" "sumofsquares" "bubble" "1"
"971" "7" "4" "2.64575131106459" "sumofsquares" "bubble" "1"
"972" "6" "3" "2" "euclidean" "bubble" "0"
"973" "6" "3" "2.64575131106459" "euclidean" "bubble" "1"
"974" "7" "3" "1.73205080756888" "sumofsquares" "bubble" "1"
"975" "6" "3" "3.48929515920187" "euclidean" "bubble" "1"
"976" "6" "3" "2.64575131106459" "sumofsquares" "bubble" "0"
"977" "5" "2" "1" "sumofsquares" "bubble" "1"
"978" "3" "2" "1" "sumofsquares" "bubble" "0"
"979" "6" "3" "2.64575131106459" "euclidean" "bubble" "1"
"980" "5" "3" "0" "euclidean" "bubble" "1"
"981" "4" "2" "1" "sumofsquares" "bubble" "1"
"982" "5" "3" "1" "sumofsquares" "bubble" "1"
"983" "4" "2" "1" "euclidean" "bubble" "1"
"984" "3" "2" "0.683802320854738" "euclidean" "bubble" "1"
"985" "4" "2" "1.73205080756888" "sumofsquares" "bubble" "1"
"986" "6" "3" "2" "euclidean" "bubble" "1"
"987" "5" "2" "1.73205080756888" "sumofsquares" "bubble" "1"
"988" "5" "2" "2" "sumofsquares" "bubble" "0"
"989" "6" "3" "2" "sumofsquares" "bubble" "1"
"990" "6" "3" "2" "sumofsquares" "bubble" "0"
"991" "6" "3" "1.73205080756888" "euclidean" "bubble" "1"
"992" "6" "3" "1.73205080756888" "euclidean" "bubble" "1"
"993" "4" "2" "1.73205080756888" "sumofsquares" "bubble" "0"
"994" "6" "3" "4" "sumofsquares" "bubble" "0"
"995" "6" "3" "2.64575131106459" "sumofsquares" "bubble" "1"
"996" "5" "3" "1.8180042446797" "sumofsquares" "bubble" "1"
"997" "5" "2" "4" "sumofsquares" "bubble" "1"
"998" "6" "3" "1.73205080756888" "sumofsquares" "bubble" "1"
"999" "5" "3" "1.73205080756888" "sumofsquares" "bubble" "1"
"1000" "5" "3" "1" "sumofsquares" "bubble" "1"
